Sat_type,YMD,Start_time,End_time,id,Degree,Coeff,null
SNPP,20200123,t1219318,e1220560,b42692_c20200123134834865592,3,"1.4586e-08; -0.00015113; 0.27386;",0
SNPP,20200123,t1220573,e1222214,b42692_c20200123134840777276,3,"1.7193e-08; -0.00016721; 0.29052;",0
SNPP,20200124,t1202016,e1203258,b42706_c20200124132958740332,3,"5.4502e-08; -0.00023283; 0.3011;",0
SNPP,20200124,t1340110,e1341352,b42707_c20200124151319077736,3,"1.2875e-07; -0.0003264; 0.32701;",0
SNPP,20200124,t1341364,e1343006,b42707_c20200124151321624167,3,"5.4447e-08; -0.00022118; 0.29407;",0
SNPP,202001,,,,3,"0; -0.0001, 0.2832;",NaN
SMI Steps Threshold Used,NaN,0.1425,,,NaN,"",NaN
SNPP,20200123,t1219318,e1220560,b42692_c20200123134834865592,3,"1.4586e-08; -0.00015113; 0.27386; ",0
SNPP,20200123,t1220573,e1222214,b42692_c20200123134840777276,3,"1.7193e-08; -0.00016721; 0.29052; ",0
SNPP,20200124,t1202016,e1203258,b42706_c20200124132958740332,3,"5.4502e-08; -0.00023283; 0.3011; ",0
SNPP,20200124,t1340110,e1341352,b42707_c20200124151319077736,3,"1.2875e-07; -0.0003264; 0.32701; ",0
SNPP,20200124,t1341364,e1343006,b42707_c20200124151321624167,3,"5.4447e-08; -0.00022118; 0.29407; ",0
SNPP,20200123,t1219318,e1220560,b42692_c20200123134834865592,3,"1.4586e-08; -0.00015113; 0.27386; ",0
SNPP,20200123,t1220573,e1222214,b42692_c20200123134840777276,3,"1.7193e-08; -0.00016721; 0.29052; ",0
SNPP,20200124,t1202016,e1203258,b42706_c20200124132958740332,3,"5.4502e-08; -0.00023283; 0.3011; ",0
SNPP,20200124,t1340110,e1341352,b42707_c20200124151319077736,3,"1.2875e-07; -0.0003264; 0.32701; ",0
SNPP,20200124,t1341364,e1343006,b42707_c20200124151321624167,3,"5.4447e-08; -0.00022118; 0.29407; ",0
SNPP,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,"3.956e-08; -0.00019654; 0.29103; ",0
SNPP,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,"8.0906e-08; -0.00030119; 0.39454; ",0
SNPP,20220708,t1202161,e1203403,b55418_c20220708132944470399,3,"7.1154e-08; -0.00029309; 0.42556; ",0
SNPP,20220708,t1202161,e1203403,b55418_c20220708132944470399,3,"7.1154e-08; -0.00029309; 0.42556; ",0
SNPP,20220708,t1202161,e1203403,b55418_c20220708132944470399,3,"7.1154e-08; -0.00029309; 0.42556; ",0
SNPP,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,"3.956e-08; -0.00019654; 0.29103; ",0
SNPP,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,"3.956e-08; -0.00019654; 0.29103; ",0
SNPP,20220708,t1028229,e1029471,b55417_c20220708114853669027,3,"3.956e-08; -0.00019654; 0.29103; ",0
SNPP,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,"8.0906e-08; -0.00030119; 0.39454; ",0
SNPP,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,"8.0906e-08; -0.00030119; 0.39454; ",0
SNPP,20220708,t1200507,e1202149,b55418_c20220708132945470556,3,"8.0906e-08; -0.00030119; 0.39454; ",0
